invoice_id,customer_id,issue_date,due_date,amount,status,days_past_due,blocked
INV000417,1470,2025-04-27,2025-06-05,405.52,paid,254,False
INV000418,1156,2025-01-15,2025-03-06,732.08,paid,345,False
INV000419,1712,2025-02-05,2025-03-03,1557.11,open,348,False
INV000420,1104,2025-03-02,2025-04-14,2786.85,partial,306,True
INV000421,1721,2025-04-22,2025-06-15,530.04,open,244,False
INV000422,1999,2025-03-25,2025-05-04,4236.69,paid,286,False
INV000423,1763,2025-04-02,2025-05-07,3102.94,paid,283,False
INV000424,1455,2025-03-11,2025-04-01,2734.7,paid,319,False
INV000425,1314,2025-02-20,2025-03-18,868.29,paid,333,False
INV000426,1872,2025-01-24,2025-03-22,1303.61,paid,329,False
INV000427,1257,2025-04-14,2025-05-23,843.54,paid,267,False
INV000428,1482,2025-04-07,2025-05-05,4267.07,paid,285,False
INV000429,1770,2025-01-04,2025-02-06,2941.93,open,373,False
INV000430,1922,2025-03-27,2025-05-07,3688.89,paid,283,False
INV000431,1920,2025-01-11,2025-02-19,1515.36,open,360,False
INV000432,1087,2025-03-30,2025-05-15,1887.7,open,275,False
INV000433,1898,2025-04-10,2025-05-06,2054.03,paid,284,False
INV000434,1114,2025-01-16,2025-03-01,3812.07,paid,350,False
INV000435,1584,2025-02-22,2025-03-28,3873.15,paid,323,False
INV000436,1929,2025-01-15,2025-03-13,1073.73,partial,338,False
INV000437,1654,2025-03-10,2025-04-01,4710.62,paid,319,False
INV000438,1947,2025-04-22,2025-05-13,647.24,paid,277,False
INV000439,1344,2025-01-10,2025-02-14,4485.8,open,365,False
INV000440,1314,2025-02-17,2025-03-26,546.96,partial,325,False
INV000441,1326,2025-04-27,2025-06-12,1359.47,paid,247,False
INV000442,1355,2025-02-06,2025-03-11,4240.07,paid,340,False
INV000443,1682,2025-01-16,2025-03-13,938.49,paid,338,False
INV000444,1452,2025-02-28,2025-04-05,2097.16,paid,315,False
INV000445,1737,2025-03-03,2025-03-23,2276.8,paid,328,False
INV000446,1416,2025-03-21,2025-04-10,1264.03,paid,310,False
INV000447,1307,2025-02-07,2025-04-06,3565.71,open,314,False
INV000448,1190,2025-04-25,2025-05-16,4264.11,paid,274,False
INV000449,1551,2025-03-04,2025-04-30,4379.15,open,290,False
INV000450,1898,2025-02-04,2025-03-03,1729.64,paid,348,False
INV000451,1858,2025-04-26,2025-05-15,2677.71,open,275,True
INV000452,1253,2025-04-21,2025-05-19,1279.61,open,271,False
INV000453,1477,2025-03-01,2025-04-12,1261.74,open,308,False
INV000454,1705,2025-01-03,2025-02-06,848.21,open,373,True
INV000455,1612,2025-03-13,2025-05-02,4703.09,paid,288,False
INV000456,1067,2025-03-08,2025-04-19,4445.54,paid,301,True
INV000457,1591,2025-01-18,2025-02-20,3897.93,paid,359,False
INV000458,1038,2025-03-18,2025-04-30,2612.42,paid,290,False
INV000459,1116,2025-04-11,2025-06-08,2478.51,open,251,False
INV000460,1653,2025-01-13,2025-02-15,2672.24,paid,364,False
INV000461,1102,2025-03-28,2025-04-18,2706.01,open,302,False
INV000462,1339,2025-01-17,2025-02-19,2201.09,paid,360,False
INV000463,1588,2025-03-31,2025-05-22,702.19,paid,268,False
INV000464,1655,2025-02-20,2025-03-16,672.04,paid,335,False
INV000465,1445,2025-01-01,2025-02-27,4763.64,open,352,False
INV000466,1094,2025-04-26,2025-06-06,2436.05,open,253,False
INV000467,1799,2025-01-20,2025-03-03,4768.37,paid,348,False
INV000468,1949,2025-03-13,2025-04-11,859.71,paid,309,False
INV000469,1888,2025-01-22,2025-03-19,2794.36,open,332,False
INV000470,1748,2025-04-22,2025-05-08,1078.2,paid,282,False
INV000471,1402,2025-03-30,2025-04-27,1303.26,open,293,False
INV000472,1876,2025-04-07,2025-05-10,198.77,paid,280,True
INV000473,1488,2025-02-21,2025-03-29,638.82,paid,322,False
INV000474,1136,2025-02-26,2025-04-03,4588.4,paid,317,False
INV000475,1850,2025-03-18,2025-04-08,1641.59,paid,312,False
INV000476,1320,2025-04-05,2025-04-30,3060.24,paid,290,False
INV000477,1938,2025-04-12,2025-05-01,2351.82,paid,289,False
INV000478,1368,2025-01-03,2025-02-12,2032.23,partial,367,False
INV000479,1869,2025-03-21,2025-04-20,2682.84,paid,300,False
INV000480,1537,2025-01-14,2025-02-23,976.83,paid,356,False
INV000481,1467,2025-02-04,2025-03-17,4943.59,paid,334,False
INV000482,1296,2025-04-10,2025-05-26,4100.62,paid,264,False
INV000483,1835,2025-01-31,2025-03-11,3720.99,paid,340,False
INV000484,1060,2025-04-06,2025-05-20,2370.36,paid,270,False
INV000485,1468,2025-02-25,2025-04-07,806.74,open,313,False
INV000486,1368,2025-01-28,2025-03-13,4607.3,paid,338,False
INV000487,1543,2025-02-10,2025-03-24,1739.87,partial,327,False
INV000488,1254,2025-03-05,2025-04-03,298.03,paid,317,False
INV000489,1664,2025-04-02,2025-04-28,1744.9,open,292,True
INV000490,1385,2025-03-14,2025-05-03,3982.56,paid,287,False
INV000491,1188,2025-04-22,2025-05-22,3132.41,paid,268,False
INV000492,1196,2025-04-15,2025-05-24,3766.65,open,266,False
INV000493,1696,2025-04-01,2025-04-24,3978.5,open,296,False
INV000494,1261,2025-03-14,2025-04-17,1099.18,open,303,False
INV000495,1307,2025-02-04,2025-03-14,4622.73,paid,337,False
INV000496,1626,2025-02-19,2025-04-03,2218.05,open,317,False
INV000497,1329,2025-01-15,2025-02-22,3213.12,open,357,False
INV000498,1388,2025-02-14,2025-03-17,61.43,open,334,False
INV000499,1244,2025-04-22,2025-06-19,4967.17,paid,240,False
INV000500,1345,2025-02-21,2025-03-31,1440.44,open,320,False
